Year,Company,Actual_Target 1,Actual_Target 2,Actual_Target 3,Predicted_Target 1,Predicted_Target 2,Predicted_Target 3,Type
2019,Man Infra,-4.0316668,-57.692,-75.0,-23.902569,-47.55977,-84.36704,Test
2004,Sandesh,12.06,38.9925,23.698572,7.014627,15.405039,37.545254,Test
2001,Castex Tech,27.844,105.35,230.54666,47.786663,156.6053,215.90771,Test
2017,Marico,-29.0,2.8,-95.61,-18.215775,-24.822802,-52.639206,Test
2005,Standard Inds.,-37.61,-73.51,-76.84,-56.498203,-75.108475,-82.86209,Test
2019,Greaves Cotton,14.106,1.35,-5.17,10.321744,20.05214,23.638548,Test
2014,HPC Biosciences,39.975216,92.32273,137.59666,38.35864,75.461334,118.13474,Test
2022,Can Fin Homes,18.500626,59.1,639.44336,44.76195,159.91103,584.7018,Test
2011,Suzlon Energy,-9.236667,-67.545,-75.33,-21.40555,-48.188717,-42.104156,Test
2003,Varun Shipping,31.575714,-25.828333,-84.244,13.179614,-1.2258208,-36.976418,Test
2006,I O C L,10.353333,28.248,15.47,8.627237,25.072252,-6.6900935,Test
2012,Wendt India,13.536667,59.026363,130.168,38.180542,65.67656,113.04307,Test
2005,JK Tyre & Indust,30.9188,83.4525,143.06653,35.520107,72.81237,132.45105,Test
2020,Olectra Greentec,19.054546,38.308,76.40111,21.714193,37.781006,72.12039,Test
2017,Hexaware Tech.,-58.08,-61.73,-103.17,-45.655872,-53.110092,-77.410126,Test
2024,Sagar Cements,17.25,-26.275,-17.368334,-11.76617,-7.6375275,-20.66858,Test
2012,Tata Comm,-8.994286,-20.238333,-27.758,-10.935473,-23.278421,-57.296326,Test
2024,SMS Pharma.,36.75619,163.306,348.29788,49.990803,150.42867,364.83044,Test
2004,Shree Cement,12.4848,37.93458,78.92565,37.387623,48.594894,68.99504,Test
2017,Bharat Bijlee,81.42,125.14667,126.255,65.891205,92.88435,62.617218,Test
2013,Hathway Cable,44.505,68.88333,79.59,16.657896,45.86383,96.69638,Test
2011,Tata Metaliks,-1.9884211,-0.39666668,9.652941,4.8978257,12.798279,26.192015,Test
2004,Geojit Fin. Ser.,-77.02,-68.24,-94.35,-44.12106,-58.715767,-90.58812,Test
2011,ACS Tech,30.81889,129.3075,250.55858,30.305769,88.50255,214.64241,Test
2016,Polyplex Corpn,-49.65,-91.99,-130.6,-23.02078,-61.595802,-113.95764,Test
1999,TCS e-Serve,14.744,30.297916,67.28739,19.24631,25.251154,38.152924,Test
2008,Kansai Nerolac,-2.8725,2.2166667,-5.37,-26.840858,-35.729324,-29.973297,Test
2002,St Bk of India,36.22167,93.964,194.64,20.4745,79.234634,143.61885,Test
2020,Iris Clothings,46.195,54.844,63.545715,5.3598084,23.481382,38.09568,Test
2018,JMC Projects,-25.925,-50.88,68.6626,-15.021192,-26.753492,0.47253287,Test
2016,D-Link India,6.305,-1.0466666,-0.425,23.54655,10.856974,-11.427842,Test
2021,Indian Energy Ex,14.1396,45.72333,96.93739,14.117755,42.06754,96.96971,Test
2014,Orient Green,-49.54,-87.41,25.82,-36.418777,-41.493362,9.218291,Test
2024,Kalyani Steels,14.05,-13.7277775,-5.31625,-6.510698,2.8073785,-6.9707427,Test
2003,Saurashtra Cem.,33.330715,108.495384,218.8525,41.436398,107.39624,198.14616,Test
2018,Talwal.Better,80.14,245.25,68.6626,75.913826,126.79384,56.12123,Test
2016,CESC,-60.3,-107.32,-67.85,-24.219835,-29.869299,-47.09233,Test
2021,TVS Srichakra,27.4755,50.037895,38.823334,14.99063,41.316814,57.14383,Test
2017,IDFC First Bank,51.604,91.134735,211.05278,58.324368,110.06534,238.01988,Test
2009,Manugraph India,-9.06375,-45.66714,-56.318573,-19.531147,-31.13928,-35.55992,Test
2014,Mah. Seamless,49.69,94.30334,161.98354,41.591682,108.24661,211.18611,Test
2017,Blue Star,27.805334,70.09214,130.72539,36.323936,77.807884,95.96073,Test
2024,GOCL Corpn.,-8.591666,-10.7,-19.5475,6.1856165,5.171871,-10.766965,Test
2017,Zydus Lifesci.,17.8352,65.885414,152.70695,10.2056,50.22806,138.87196,Test
2022,Accelya Solution,-7.5116,-12.340834,-18.9,-9.401532,-8.696318,-28.393389,Test
2011,Praj Industries,-27.662727,-53.453,-86.22889,-11.545558,-32.158024,-41.410545,Test
2018,Dwarikesh Sugar,-53.26,-74.99,-115.39,-59.14547,-65.722824,-106.74983,Test
2022,Nippon Life Ind.,-21.97,-23.81,-30.53,2.6588454,13.194447,14.642905,Test
2011,Gokul Refoils,-38.76,-78.69,-101.23,-27.335829,-40.68651,-40.401638,Test
2002,Axis Bank,-31.545,-62.91,68.6626,-18.543602,-29.181385,1.0857335,Test
2010,Jai Corp,-47.77,-63.14,-38.33,-24.255104,-15.334326,-49.5291,Test
2021,Suven Pharma,21.1896,42.34375,81.24087,0.8617197,45.072945,103.70596,Test
2020,HEG,-16.14,-26.29,-22.38625,-16.213146,-9.697271,-25.66956,Test
2020,TajGVK Hotels,-61.3,-96.04,-41.785,-27.288324,-36.865425,-56.072254,Test
2022,J B Chemicals &,10.871667,44.35,101.9825,6.9850698,35.722008,85.745346,Test
2008,Strides Pharma,-94.57,-9.663333,-37.76,-40.14111,-31.17558,-37.649826,Test
2023,UPL,114.83,317.43,68.6626,99.52483,274.3203,-21.936678,Test
2002,Soundcraft Inds.,-101.08,-96.35,-144.635,-63.056744,-95.391205,-124.50775,Test
2019,Thyrocare Tech.,15.0524,39.21125,64.615654,13.463269,56.601624,76.69156,Test
2004,KCP Sugar &Inds.,-33.55,-35.3,22.092857,-32.019764,-35.410507,-10.0473795,Test
2013,Manappuram Fin.,18.568,31.4325,49.77667,13.553315,50.469913,37.544685,Test
2000,Kalpataru Proj.,18.928572,32.633076,52.245834,40.798267,49.52866,67.903946,Test
2012,A2Z Infra Engg.,33.07857,60.27667,53.238,10.365996,26.948826,62.18212,Test
2012,Jubilant Food.,-1.111,-4.2121053,-8.783334,5.816916,1.3265588,4.8422265,Test
2023,Nuvoco Vistas,31.3636,54.160416,70.204346,3.1236901,53.403645,59.113373,Test
2020,ICICI Bank,-41.01,6.69,-52.075,-32.534584,-46.243153,-64.0707,Test
2018,Timken India,-128.97,-47.74,-153.19,-44.631603,-60.277653,-100.744125,Test
2013,IL&FS Transport,-45.35,-69.08,-136.88,-49.47092,-79.59691,-103.21361,Test
2007,Apar Inds.,2.2205882,40.336876,40.229332,4.9558377,26.279387,54.678986,Test
2011,Jain Irrigation,-4.9315,-6.796842,-14.678333,-15.073263,5.776472,-29.496172,Test
2009,Falcon Tyres,46.655,116.95,187.91667,16.513548,44.02732,90.448746,Test
2014,PFL Infotech,14.681429,25.6,97.506,3.4575067,35.0532,43.21161,Test
2023,Excel Industries,-30.41,-74.19,-67.83,-38.5479,-52.826675,-60.69094,Test
2017,Fiberweb (India),10.684,-13.6225,-53.326668,-6.3866944,-26.24182,-46.10176,Test
2017,Agarwal Indl.,-21.27,-50.59,10.898,-16.804375,-25.40293,-11.120524,Test
2012,Kajaria Ceramics,-21.54,-49.34,-71.27,-23.582773,-17.327272,-29.636677,Test
2002,Videocon Intl.,26.672,24.8625,7.71,15.638972,46.29918,79.294,Test
2024,Suyog Telematics,-2.35,-33.02,-59.77,-37.27258,-59.917793,-80.47893,Test
2021,The Ramco Cement,-7.171,-19.24,-30.00875,-16.000673,-24.948343,-31.11265,Test
2024,PNB Gilts,-40.97,-66.18,-96.14,-35.555004,-45.416214,-61.910324,Test
2010,Unitech,33.3836,110.8725,322.3926,47.521214,131.56517,333.4658,Test
2022,CESC,2.315,-16.17,68.6626,-13.401753,1.5638518,26.702572,Test
2016,Asian Granito,44.262,110.17571,173.28615,58.136765,110.72937,187.44392,Test
2024,Atul Auto,29.949444,61.85059,90.96625,28.396303,50.697525,76.22727,Test
2006,Palred Technolog,79.14125,271.49,373.86334,56.08818,198.50722,346.03366,Test
2024,KPI Green Energy,25.39,65.52,68.6626,19.457937,77.14668,56.128582,Test
2015,T N Newsprint,19.532173,43.477726,65.82143,24.405512,65.481445,80.476425,Test
2011,Surya Pharma.,-93.45,-114.99,-159.37,-61.703808,-84.975174,-118.82014,Test
2020,Manas Properties,-21.8,-30.87,1.67,-5.077827,-14.79442,-21.845594,Test
2002,Hind.Construct.,-7.1,-59.05,68.6626,-12.908477,-17.457327,3.4875016,Test
2015,Bannari Amm Spg.,3.3555,4.372105,-0.44555557,-2.3896995,11.914194,26.289312,Test
2002,Opto Circuits,-74.87,-68.9,-123.13,-29.355593,-60.62057,-102.40393,Test
2016,Sri Adhik. Bros.,-7.96,-5.76,-2.28,-14.588985,-8.324247,-30.444475,Test
2010,Mah. Elektrosm.,63.653637,116.445,127.77333,72.99042,110.24856,149.45036,Test
2019,Olectra Greentec,47.267,71.187775,135.27,37.786453,64.56777,94.83966,Test
2023,Health.Global,-71.66,-92.75,-79.96,-77.00872,-88.51043,-95.349075,Test
2007,Bhagyanagar Ind,22.803,13.698889,-2.5225,14.439589,15.022272,6.2015023,Test
2018,SML ISUZU,-91.49,-131.23,-167.65,-46.810963,-59.68773,-85.33802,Test
2006,Andhra Paper,0.8452,5.59,10.291305,1.90124,7.175852,11.3897085,Test
2010,Riddhi Siddhi Gl,10.01,12.93,68.6626,-7.4654613,-17.824656,18.601599,Test
1999,Avery India,-105.53,-83.23,-64.715,-63.960056,-63.937576,-85.25903,Test
2024,Honeywell Auto,12.9525,21.22857,19.21,13.193364,29.759043,47.53919,Test
2021,Future Retail,29.186666,77.128,96.3575,30.964048,73.17934,82.11726,Test
2015,IST,-52.63,-88.25,-101.55,-65.66932,-92.91684,-121.70302,Test
2016,Sadbhav Engg.,5.7585716,-14.96,-13.191667,-5.4063425,-7.333128,-22.386831,Test
2023,Blue Dart Expres,59.754,64.70928,138.95384,57.3397,97.67844,142.95927,Test
2019,Balmer Law. Inv.,14.792,41.429165,73.25522,23.062132,47.27527,78.10091,Test
2005,Tata Chemicals,10.671429,71.98231,178.46167,21.679066,48.93923,194.55699,Test
2016,Subros,-125.08,-36.253334,-117.085,-55.57758,-87.80796,-116.28372,Test
2021,MAS FINANC SER,-95.11,-83.51,-142.92,-66.95128,-76.31159,-137.35735,Test
2016,Bajaj Finserv,-85.36,-108.5,-49.04,-53.94695,-71.99788,-91.673065,Test
2012,Chambal Fert.,22.074705,41.61875,75.436,23.901302,64.48033,97.89012,Test
2024,Siyaram Silk,-89.52,-106.57,-73.46,-40.801044,-53.570045,-59.991295,Test
2018,Rico Auto Inds,-71.25,-86.55334,-117.715,-69.16747,-79.52621,-124.48592,Test
2006,KSB,16.36,37.015713,-27.533846,20.903452,25.10359,-19.194963,Test
2023,Axita Cotton,14.506,17.647142,27.886154,-0.23057687,4.6020317,11.663398,Test
2016,Triven.Engg.Ind.,31.120832,46.416363,62.341,39.033176,48.839542,65.81279,Test
2000,Elbee Services,-34.66,-39.63,-59.06,-12.81813,-9.972029,-11.534802,Test
2016,EID Parry,39.346523,73.59273,100.92381,33.425915,84.238266,102.20488,Test
2017,Tata Elxsi,15.244,36.304585,62.447826,13.575148,28.809258,48.669765,Test
2014,Guj Gas Company,-29.205,-55.92,68.6626,-16.259851,-43.979366,9.3757925,Test
2019,Reliance Home,27.48294,49.096874,43.508667,9.537913,34.442734,58.37062,Test
2005,Bajaj Electrical,12.5,25.729166,42.922173,10.696155,21.647875,20.718885,Test
2009,Orient Ceratech,20.471666,8.352727,33.288,40.08009,56.386395,27.356108,Test
2011,Grindwell Norton,36.64875,81.10133,147.78143,30.825727,70.6386,117.62195,Test
2014,Marksans Pharma,17.318333,10.452,56.01,10.337904,28.55697,21.26156,Test
2009,Indo Tech.Trans.,-101.33,-124.84,-92.44,-90.98704,-114.17757,-105.62985,Test
2017,Steel Exchange,42.905834,99.55091,236.712,47.413666,101.97363,219.26439,Test
2009,Ciba India,-53.05,-61.57,-33.5,-29.152609,-31.32348,-42.980183,Test
2002,Sulzer India,8.26,25.6975,37.29739,12.6957655,39.18412,46.898506,Test
2013,Riddhi Siddhi Gl,17.946817,49.468094,94.2655,14.988048,46.854248,80.69371,Test
2020,Rites,15.9416,41.994583,84.21783,23.975481,51.018448,80.607735,Test
1999,Guj. Telephone,36.2056,77.072914,168.43652,40.311375,109.1281,187.75806,Test
2011,Veedol Corporat,6.11,-25.41,-9.9,1.2790962,-7.025091,-3.4111648,Test
2011,Blue Dart Expres,-32.62,30.493334,29.935,-3.4101148,15.2698345,10.267001,Test
2008,JMC Projects,-50.18,-78.74,-104.06,-39.34458,-56.11132,-92.59985,Test
2016,IL&FS Engg.,7.855,-13.514,-0.06,-1.5312623,-5.815714,-8.5321045,Test
2021,Rail Vikas,0.79,-31.29,-44.34,-27.011217,-41.386063,-60.321022,Test
2016,Panacea Biotec,-66.78,-146.8,-178.74,-50.19871,-78.77144,-116.70981,Test
2023,EKI Energy,-16.66,58.43,85.636955,-14.942525,42.39409,99.91695,Test
2023,Jupiter Wagons,-1.7725,-6.725,-75.905,-25.696806,-31.793596,-64.2925,Test
2004,SKF India,-1.4828571,-1.305,6.816,-6.7690864,-13.869017,-30.404238,Test
2013,Globus Spirits,75.89727,256.158,461.69223,95.28761,249.56816,475.14667,Test
2017,Dhani Services,25.0372,62.492085,108.18348,26.458456,87.3684,145.0106,Test
2010,Venus Remedies,6.38375,27.478666,39.97,9.269866,36.54538,60.897736,Test
2021,Atul Auto,-42.03,-80.28,-89.15,-37.43616,-45.475395,-74.39011,Test
2019,Galaxy Surfact.,-91.1,-127.79,-140.13,-38.558674,-61.420334,-85.57755,Test
2017,Bhartiya Intl.,-3.877143,-8.028334,-30.968,-13.834516,-16.41157,-80.18649,Test
2006,Shanthi Gears,-20.11,-40.45,68.6626,-18.808615,-33.1653,13.429732,Test
2011,GTL Infra.,-46.25,-56.72,-91.51572,-44.060226,-51.71764,-67.56912,Test
2019,BGR Energy Sys.,15.682,45.37625,74.30826,10.395907,36.442554,64.47339,Test
2000,SIL Investments,11.575714,22.33,42.326,1.2676092,2.0288103,13.872502,Test
2000,CFL Capital Fin.,28.3125,74.236664,97.95,31.647165,48.375664,61.124893,Test
2011,I O B,-23.035,-43.183334,-68.975,-10.168097,-31.739035,-47.291412,Test
2011,Fedders Electric,-45.21,-34.62,-49.54375,-9.133777,-1.0578845,-20.129131,Test
2021,I D F C,-112.27,-129.41,-67.28,-33.408745,-47.13471,-56.28801,Test
1999,Agro Dutch Inds.,19.066668,47.94294,56.755,17.744793,49.593285,85.44943,Test
2014,Munjal Auto Inds,55.35857,126.846664,232.218,42.151855,111.739655,195.31595,Test
2012,Dynamatic Tech.,-107.8,-114.35,-146.46,-71.7797,-93.06659,-103.1821,Test
2013,Ultramarine Pig.,-126.27,-161.46,-189.95,-83.397,-113.80422,-139.79907,Test
2013,South Ind.Bank,11.92,28.85,68.6626,4.697804,11.758081,27.245077,Test
2010,Guj. Sidhee Cem.,51.6856,154.68541,309.7335,51.939198,153.6272,259.24854,Test
2024,Ethos Ltd,-54.69,21.607826,47.77087,-17.976126,3.084665,32.4653,Test
2011,Wockhardt,-8.59,17.26,-11.36,-30.81437,-33.73178,-30.546537,Test
2019,SRG Housing,19.885454,71.629,108.15,24.95646,66.615845,104.69705,Test
2014,Oil Country,71.97111,319.2188,423.33374,97.11109,314.0738,458.67426,Test
2011,Coal India,-34.655,-64.3,68.6626,-23.86854,-40.114838,17.458258,Test
2006,LMW,26.1675,9.643333,-78.93,-13.130776,-12.830206,-54.29966,Test
2014,Edelweiss.Fin.,13.55,113.55542,293.63828,43.56365,121.025505,275.6767,Test
2024,Precision Camshf,-16.77,-19.6,-43.84,-28.214964,-38.273678,-50.00623,Test
2002,Jagatjit Inds.,-47.7,-68.42,-92.29,-54.438282,-76.143486,-101.246956,Test
2014,Ramco Inds.,-37.87,-18.896667,-33.195,-44.357647,-61.015564,-54.477684,Test
2017,Bank of India,-4.5233335,1.61,-13.6175,-7.964013,-7.229824,-6.10197,Test
2024,Apcotex Industri,-38.16,-57.48,-67.62,-43.683414,-17.002302,-25.796453,Test
2017,Orient Paper,16.161875,22.158,28.915714,18.04664,30.864046,41.446426,Test
2015,Global Offshore,-64.42,-113.64,-155.96,-67.1,-111.69046,-131.57344,Test
2010,Bhansali Engg.,0.3924,6.923333,19.086086,12.226531,15.902559,40.906883,Test
2020,Panacea Biotec,370.69333,317.215,751.33,306.49036,338.50778,645.42737,Test
2009,SREI Infra. Fin.,-72.12,-165.92,177.956,-80.693115,-171.1952,97.51024,Test
2015,Indian Hotels Co,-65.2,-99.44,-47.97,-32.763573,-40.44861,-56.265713,Test
2010,Jindal Stain.,-36.37,72.84,88.55,-10.28814,47.886955,81.98254,Test
2015,Fineotex Chem,12.1676,36.157917,53.266956,23.930613,44.31746,38.558212,Test
2018,Asian Paints,53.297142,139.29153,259.9875,47.856422,149.3885,228.53828,Test
2013,Bayer Crop Sci.,19.427895,59.250557,84.12941,21.266142,51.24356,84.49892,Test
2009,ITC,27.8725,102.46667,93.045,61.027817,100.99283,92.74774,Test
2014,UPL,42.6525,30.253334,33.0,14.429514,43.225563,38.628204,Test
2014,Ashapura Inti.,-73.21,-131.53,-118.42,-71.94108,-93.50205,-116.62613,Test
2017,Rupa & Co,-76.87,-181.09,-204.67,-87.26567,-141.98212,-177.19998,Test
2010,GFL,7.028,21.387083,36.08913,43.338886,48.367172,44.548904,Test
2017,AIA Engineering,12.778948,13.561111,38.930588,11.199727,33.659008,29.142134,Test
2008,Cineline India,28.18087,72.35318,126.30143,36.441486,96.161865,92.27446,Test
2020,Hester Bios,-35.01,-14.66,-66.72,-26.780588,-30.515314,-46.945297,Test
2020,South Ind.Bank,-61.68,-118.39,-91.8,-51.955772,-69.099495,-78.466995,Test
2022,I R F C,15.43,-3.32,37.79,-19.318842,-27.849892,-40.80458,Test
2005,Radico Khaitan,35.96,94.37666,180.766,6.7480264,31.668402,68.4171,Test
2014,Lanco Infratech,4.8016,7.662083,10.862609,16.64287,39.872574,18.648497,Test
2017,Lak. Vilas Bank,-51.8,-133.96,-136.07,-49.946236,-77.71699,-95.002396,Test
2023,Elecon Engg.Co,2.47,-85.26,-91.31,-15.286929,-27.59949,-36.305164,Test
2005,Wimco,-74.99,-97.98,-129.62,-46.176846,-49.39747,-84.59523,Test
2024,Styrenix Perfor.,-51.44,-63.66,-80.24,-38.384125,-54.566414,-64.47737,Test
2021,Schneider Elect.,60.22,143.35,68.6626,36.690186,39.444344,41.74832,Test
2024,Max Healthcare,-14.33,-77.83,-93.23,-28.062162,-65.94674,-96.42042,Test
2018,Wonderla Holiday,-80.1,-114.11,-73.72,-21.572582,-12.162161,-7.2741523,Test
2024,MSP Steel & Pow.,19.33154,25.600834,38.12,27.16966,70.996,79.19064,Test
2018,Johnson Con. Hit,15.10375,18.95,-16.343334,1.0442129,4.1956425,-21.01572,Test
2024,Ramco Inds.,-8.256,-49.365,-8.48,-21.224491,-24.650301,-10.251714,Test
2010,Chola Financial,64.25,205.13,68.6626,-1.6214269,18.445055,13.626971,Test
2010,IL&FS Transport,11.143333,29.4525,91.957146,18.836264,46.181477,84.869415,Test
2014,Punjab Natl.Bank,53.172,135.8975,326.32333,44.57973,183.89754,278.16602,Test
2017,Engineers India,-156.23,-54.8675,-226.57,-81.22159,-108.34738,-155.04555,Test
2010,The Ramco Cement,37.0925,106.86909,181.44,36.250698,105.59566,139.12025,Test
2004,Satyam Computer,-40.51,-59.17,-75.57,-59.453217,-72.55516,-114.54804,Test
2004,Oriental Bank,10.933333,28.715,48.665386,6.6028743,35.81978,43.03869,Test
2021,Kotak Mah. Bank,7.6042104,30.32611,49.14941,8.725324,27.327082,42.377407,Test
2023,Jay Bharat Maru.,47.899,92.498886,81.3575,23.15914,49.240017,59.406483,Test
2017,Wendt India,43.024284,67.346924,239.30333,53.30505,114.039764,216.16965,Test
2019,Infibeam Avenues,-46.54,-47.02,-77.04,-23.348936,-26.152721,-59.79613,Test
2023,JK Lakshmi Cem.,69.62334,165.768,398.785,63.083553,167.63876,337.48645,Test
2015,Empire Inds.,-105.32,135.065,295.0,5.4400525,81.65213,171.04025,Test
2022,PTC India,39.38222,51.901176,71.57938,41.77841,66.13021,88.576866,Test
2005,Bongaigaon Ref,21.19,-2.037,10.602,10.115907,19.794008,6.6576905,Test
2010,Dalmia Bharat,-13.2288,-32.024582,-55.71913,-21.723845,-17.167116,-63.18853,Test
2023,Gillette India,265.555,790.85,68.6626,254.17017,728.27454,-38.35687,Test
2024,Morepen Labs.,97.34,354.6325,482.1,99.05916,278.2458,458.18167,Test
2006,P & G Hygiene,2.664,8.069583,14.570435,17.232775,25.199488,1.8619524,Test
2010,Gillanders Arbut,34.79125,128.98125,124.09,39.248222,104.364845,138.75342,Test
2019,Eveready Inds.,51.915,108.93,68.6626,25.676395,29.902613,27.937551,Test
2001,S Kumars Nation,13.75,-38.925,-106.48,-45.475777,-68.808525,-96.28799,Test
2024,Valor Estate,27.798,42.281113,61.07125,23.363503,34.838108,42.143845,Test
2004,Sun Pharma.Inds.,-2.71,30.51,23.9,-13.054587,12.750071,13.454562,Test
2005,DCM Shriram,10.944762,25.934,47.50158,18.606905,50.32672,84.09124,Test
2017,Hinduja Global,-117.73,-138.34,-196.39,-85.39808,-127.843666,-152.6821,Test
2013,Union Bank (I),13.48625,37.166,65.148,14.428502,44.011597,93.5339,Test
2022,SPARC,37.1,43.857,-26.70111,37.663166,46.659634,19.053556,Test
2018,Sudarshan Chem.,7.8858824,11.739375,21.773333,6.5828137,25.242983,27.715376,Test
2006,Emami,17.0516,29.639584,50.264347,14.33137,39.8992,41.220856,Test
2000,VisualSoft Tech.,5.6832,22.870832,40.809566,10.527469,19.764284,18.071623,Test
2013,Rander Corpn.,48.162857,75.535,140.872,20.268095,66.31758,96.02383,Test
2013,Sintex Inds.,-69.86,91.5975,-68.89,-14.4187975,10.618418,-59.93505,Test
2009,Birlasoft Ltd,10.932,24.248333,39.476086,21.521708,46.650208,41.86708,Test
2020,Salasar Exterior,34.291668,-55.918,-122.368,-17.330683,-19.474379,-47.961506,Test
2009,Rel.Nat.Resour.,17.83,-4.155,-4.55,-21.586618,-34.665024,1.871512,Test
2017,Castrol India,0.54125,0.0375,4.423125,-1.151359,21.493135,18.615774,Test
2003,Goldiam Intl.,-13.308,-57.875,-102.96667,-11.2522745,-58.51715,-93.457,Test
2016,Reliance Power,11.133846,10.6975,4.7254543,9.058549,7.084551,-1.4102644,Test
2023,M B Agro Prod.,-96.38,-80.47,-135.57,-24.07128,-32.78591,-37.783867,Test
2005,CG Power & Ind,-169.13,-197.82,-321.32,-83.893684,-132.36977,-205.3002,Test
2022,B.L.Kashyap,26.9628,70.8625,137.19304,39.52378,77.53542,130.13857,Test
2012,Polytex India,-43.31,-92.08,-162.03,-47.795837,-56.28611,-73.85542,Test
2017,Repro India,-102.68,-81.15,-139.68,-74.70659,-69.30794,-141.2057,Test
2008,DIC India,6.7145452,-31.138,-59.793,-12.418862,-11.983198,-43.129646,Test
2002,HEG,-28.79,-23.592142,-22.08154,-12.102675,-26.691565,-36.345165,Test
2008,Glodyne Techno.,-51.61,-72.99,-130.93,-48.634735,-67.82245,-110.30124,Test
2017,Emami,19.303125,17.802668,46.372856,17.732174,43.01582,66.51105,Test
2022,Oriental Carbon,-1.34,-6.015714,-19.64,-13.424443,-18.578781,-23.132225,Test
2023,Jayaswal Neco,14.517858,28.785385,45.01,7.778586,24.383757,31.64744,Test
2012,Oriental Bank,-115.37,-151.17,-194.64,-70.963776,-115.66756,-149.98323,Test
2018,Kingfa Science,29.87,57.068,68.94,30.139307,68.718124,69.03057,Test
2006,NELCO,0.4275,7.24,20.025,1.4184271,1.342241,12.791457,Test
2014,Apollo Hospitals,-53.31,-47.94,-72.63,-35.14703,-41.09516,-45.581482,Test
2020,Balmer Lawrie,21.956667,10.39,25.698572,9.155645,17.046972,21.739393,Test
2005,HFCL,28.109545,73.81476,126.8275,24.5633,59.516205,113.038284,Test
2007,Hind.Natl.Glass,-87.54,-121.66,-156.15,-51.29072,-74.70587,-96.44302,Test
2022,Sammaan Capital,-9.93,-34.71,68.6626,-3.7914863,-2.9501555,17.886824,Test
2004,G V Films,-27.85,-50.07,-93.47,-34.698376,-55.888298,-52.20752,Test
2023,Hatsun Agro,-59.11,-81.16,-45.255,-16.322262,-13.196861,-11.463784,Test
2011,DigiSpice Tech.,41.036667,80.746,180.6725,18.963726,76.916534,132.222,Test
2018,Wipro,93.3092,47.520832,47.51565,49.84212,51.745667,86.44647,Test
2013,Lloyds Enterpris,-5.91,-83.41,-68.84,-26.486238,-36.78412,-38.237427,Test
2005,Kirloskar Indus.,11.7808695,29.497272,64.41095,6.9378686,14.370569,68.07906,Test
2024,Easy Trip Plann.,-13.51,3.61,17.06,-14.77489,-14.242593,-23.778576,Test
2014,Tata Coffee,-0.762,6.6854167,10.56,7.0764794,11.164438,13.415969,Test
2020,Precision Camshf,81.746666,126.204,285.7025,44.06794,138.7107,292.89453,Test
2015,Tata Steel Long,49.995,138.95,68.6626,30.079363,60.759277,31.377176,Test
2017,Incredible Indus,87.87334,153.78,490.13,57.785282,186.45406,425.55948,Test
2021,Geojit Fin. Ser.,-38.81,-41.72,-53.13,-44.603474,-70.38205,-93.91464,Test
2013,IL&FS Inv.Manag.,21.17,37.9,119.8,16.568419,16.091097,44.78276,Test
2013,Aarti Industries,22.2652,29.962084,42.88087,23.389421,45.165558,63.18731,Test
2012,Birlasoft Ltd,14.206,34.8775,81.53348,5.2537713,36.882515,62.614548,Test
2024,Karur Vysya Bank,-32.94,-66.83,-82.37,-45.843494,-67.93245,-54.997322,Test
2019,Dynamatic Tech.,7.556154,12.68,20.319092,19.600689,23.818415,13.916976,Test
2000,Kohinoor Foods,21.03375,60.745216,114.35591,30.989294,55.290455,108.05159,Test
2023,GE Vernova T&D,-31.52,-18.47,-2.056,-9.485133,11.177499,-5.528933,Test
2022,Ahluwalia Contr.,61.646,73.0975,301.81,42.775417,130.2138,261.58313,Test
2019,Indian Hotels Co,25.99294,56.6275,140.91333,38.600113,87.24879,139.74913,Test
2004,Vashisti Deter.,-55.71,-68.35,-66.31,-50.40408,-59.341858,-75.880104,Test
2023,Prataap Snacks,16.8264,50.349167,99.529564,18.434107,50.033043,95.79848,Test
2002,KDL Biotech,-47.88,-58.656,-110.3,-35.67607,-53.41015,-63.474167,Test
2022,Tata Coffee,-1.8025,-3.8885715,-8.998333,-15.176501,-13.584902,-12.799455,Test
2018,Valor Estate,40.975,79.384,98.87,40.560993,90.06093,109.61668,Test
2004,Novartis India,3.805,18.708,33.9625,-9.93966,5.6097355,-0.5945753,Test
2008,Power Grid Corpn,-9.837143,-16.1,-21.414,-12.344075,-22.509214,-33.54315,Test
2009,Shriram Finance,-92.26,236.07777,509.2775,9.894044,169.88211,429.09665,Test
2005,Bank of Punjab,-12.831,-9.95,7.692222,2.7408276,9.487223,27.350626,Test
2024,JM Financial,158.1275,671.73334,1547.935,182.80675,639.1576,1387.6749,Test
2003,Supreme Petroch.,-55.7,-51.84,-78.25,-24.54978,-32.33204,-64.22615,Test
2022,ITC,-84.37,-91.63,-133.36,-37.93376,-61.255764,-97.77231,Test
2002,Grasim Inds,11.4996,37.15125,74.316086,12.040133,28.976164,64.79744,Test
1999,C P C L,17.29625,58.748,106.275,21.6577,57.3138,84.81092,Test
2011,OCL Iron & Steel,48.16,145.44,251.62375,56.778564,123.28087,224.37132,Test
2004,Ashapura Minech.,27.08,59.856155,84.25667,34.72047,48.11074,63.524117,Test
2003,Mirza Internatio,123.931816,459.794,550.08777,155.77962,434.86707,579.8943,Test
2022,Dalmia Bharat,-19.73,187.155,221.34,23.99019,109.97677,77.79996,Test
2007,Finolex Inds.,-3.0628572,-31.838333,-76.708,-0.68857515,-5.883322,-56.43631,Test
